total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_backup_flaky_50
400,0.9575,0.0425,273.26,316.13,319.31,0.7763,0.745,68,516.0666704177856,0.035804,0.298,pass,pass,pass,pass
