total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_backup_flaky_50
400,0.9325,0.0675,271.14,319.1,320.2,0.7589,0.57,97,524.885356426239,0.064548,0.228,pass,pass,pass,pass
